latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
42.0,3.0,101.0,7200,Europe/Berlin,CEST

time,temperature_2m_mean (°C),precipitation_sum (mm)
2018-02-16,10.5,0.80
2018-02-17,10.5,6.60
2018-02-18,9.1,1.20
2018-02-19,8.5,1.70
2018-02-20,9.9,3.50
2018-02-21,7.6,0.00
2018-02-22,5.3,0.00
2018-02-23,5.3,0.00
2018-02-24,5.3,0.00
2018-02-25,8.5,0.00
2018-02-26,5.7,1.10
2018-02-27,1.5,0.00
2018-02-28,3.1,12.30
2018-03-01,10.4,3.50
2018-03-02,11.2,0.10
2018-03-03,12.5,0.00
2018-03-04,12.3,6.90
2018-03-05,9.7,1.30
2018-03-06,9.7,0.00
2018-03-07,8.7,0.00
2018-03-08,8.9,0.00
2018-03-09,11.0,0.00
2018-03-10,14.2,0.50
2018-03-11,14.1,0.00
2018-03-12,11.2,2.40
2018-03-13,9.5,4.10
2018-03-14,10.7,0.00
2018-03-15,14.1,0.00
2018-03-16,10.2,2.90
2018-03-17,9.2,1.10
2018-03-18,7.7,1.30
2018-03-19,8.1,1.50
2018-03-20,6.6,6.00
2018-03-21,6.4,0.00
2018-03-22,8.2,0.00
2018-03-23,8.9,0.00
2018-03-24,7.9,33.30
2018-03-25,9.4,4.60
2018-03-26,10.0,0.00
2018-03-27,9.8,0.00
2018-03-28,11.9,0.00
2018-03-29,11.4,0.20
2018-03-30,12.1,0.00
2018-03-31,10.1,1.30
2018-04-01,9.7,0.00
2018-04-02,12.1,0.00
2018-04-03,13.2,0.00
2018-04-04,14.8,0.00
2018-04-05,13.2,0.00
2018-04-06,13.0,0.00
2018-04-07,12.9,3.10
2018-04-08,11.6,19.90
2018-04-09,12.8,4.50
2018-04-10,11.5,0.50
2018-04-11,11.1,33.40
2018-04-12,10.5,4.90
2018-04-13,11.2,3.70
2018-04-14,11.8,8.90
2018-04-15,14.2,0.00
2018-04-16,15.0,0.40
2018-04-17,15.3,0.00
2018-04-18,16.2,0.00
2018-04-19,16.2,0.00
2018-04-20,16.0,0.00
2018-04-21,16.5,0.00
2018-04-22,17.6,0.00
2018-04-23,16.6,0.00
2018-04-24,18.2,0.00
2018-04-25,17.9,0.00
2018-04-26,17.4,0.00
2018-04-27,17.2,0.00
2018-04-28,17.3,0.00
2018-04-29,15.6,2.60
2018-04-30,14.0,0.00
2018-05-01,12.6,0.10
2018-05-02,13.9,0.00
2018-05-03,15.4,0.50
2018-05-04,16.3,1.00
2018-05-05,17.7,0.20
2018-05-06,17.2,4.50
2018-05-07,18.0,1.30
2018-05-08,18.0,4.40
2018-05-09,16.7,3.40
2018-05-10,15.9,1.90
2018-05-11,18.1,0.00
2018-05-12,16.8,10.60
2018-05-13,11.6,24.20
2018-05-14,11.9,3.60
2018-05-15,14.2,0.00
2018-05-16,15.9,0.00
2018-05-17,16.4,0.30
2018-05-18,16.5,0.00
2018-05-19,17.7,0.20
2018-05-20,17.5,0.20
2018-05-21,16.6,0.30
2018-05-22,17.7,1.90
2018-05-23,18.3,0.00
2018-05-24,19.4,0.00
2018-05-25,18.6,0.30
2018-05-26,18.9,1.90
2018-05-27,19.3,0.00
2018-05-28,19.1,6.30
2018-05-29,19.7,0.20
2018-05-30,18.6,4.20
2018-05-31,18.4,0.00
2018-06-01,19.6,0.00
2018-06-02,19.7,0.00
2018-06-03,18.2,8.60
2018-06-04,19.2,0.10
2018-06-05,19.8,0.20
2018-06-06,18.4,8.10
2018-06-07,17.9,7.10
2018-06-08,19.8,0.00
2018-06-09,21.7,0.00
2018-06-10,21.3,0.00
2018-06-11,20.3,12.90
2018-06-12,20.1,0.00
2018-06-13,20.5,0.00
2018-06-14,20.3,0.00
2018-06-15,21.1,0.00
2018-06-16,21.4,0.00
2018-06-17,21.1,0.20
2018-06-18,22.3,0.00
2018-06-19,23.0,0.00
2018-06-20,23.9,0.00
2018-06-21,24.6,0.00
2018-06-22,25.0,0.00
2018-06-23,22.9,0.00
2018-06-24,22.3,0.00
2018-06-25,22.8,0.00
2018-06-26,23.6,0.00
2018-06-27,24.5,0.00
2018-06-28,23.9,3.70
2018-06-29,23.3,3.40
2018-06-30,23.7,0.00
2018-07-01,23.4,0.00
2018-07-02,23.7,0.80
2018-07-03,25.4,0.00
2018-07-04,25.1,0.00
2018-07-05,23.8,0.40
2018-07-06,23.3,0.50
2018-07-07,25.3,0.00
2018-07-08,26.1,0.00
2018-07-09,26.6,0.00
2018-07-10,26.0,0.00
2018-07-11,25.4,0.00
2018-07-12,24.7,0.00
2018-07-13,25.4,0.00
2018-07-14,25.7,0.00
2018-07-15,26.9,0.00
2018-07-16,23.9,23.50
2018-07-17,24.0,0.10
2018-07-18,24.9,0.00
2018-07-19,25.4,0.00
2018-07-20,25.0,0.00
2018-07-21,23.0,4.50
2018-07-22,21.8,0.90
2018-07-23,24.0,0.00
2018-07-24,25.7,0.00
2018-07-25,26.6,0.00
2018-07-26,27.0,0.00
2018-07-27,27.5,0.00
2018-07-28,25.3,0.00
2018-07-29,26.1,0.00
2018-07-30,27.1,0.00
2018-07-31,27.5,0.00
2018-08-01,28.6,0.00
2018-08-02,29.7,0.00
2018-08-03,29.3,0.00
2018-08-04,29.6,0.00
2018-08-05,29.6,0.10
2018-08-06,28.2,0.00
2018-08-07,27.7,0.00
2018-08-08,25.5,6.30
2018-08-09,24.3,25.20
2018-08-10,22.8,0.20
2018-08-11,24.1,0.00
2018-08-12,25.8,0.00
2018-08-13,24.6,0.80
2018-08-14,23.5,0.10
2018-08-15,24.2,0.00
2018-08-16,24.4,0.00
2018-08-17,24.0,0.30
2018-08-18,23.2,0.00
2018-08-19,25.6,0.00
2018-08-20,26.8,0.00
2018-08-21,26.4,0.00
2018-08-22,25.5,0.00
2018-08-23,25.8,0.10
2018-08-24,25.2,0.00
2018-08-25,21.6,2.00
2018-08-26,21.2,1.60
2018-08-27,23.4,0.00
2018-08-28,25.7,0.00
2018-08-29,24.6,0.60
2018-08-30,23.8,0.20
2018-08-31,22.8,1.70
2018-09-01,22.3,0.30
2018-09-02,21.6,0.00
2018-09-03,22.5,0.40
2018-09-04,21.7,9.10
2018-09-05,22.0,1.70
2018-09-06,21.0,19.00
2018-09-07,21.0,1.20
2018-09-08,21.3,0.00
2018-09-09,22.0,1.90
2018-09-10,22.2,0.00
2018-09-11,22.5,0.00
2018-09-12,22.0,5.10
2018-09-13,22.5,0.00
2018-09-14,22.3,0.10
2018-09-15,22.2,1.50
2018-09-16,21.7,0.40
2018-09-17,21.7,0.00
2018-09-18,21.9,2.00
2018-09-19,21.6,0.00
2018-09-20,23.0,0.00
2018-09-21,23.1,0.00
2018-09-22,22.8,0.00
2018-09-23,24.2,0.00
2018-09-24,22.3,2.90
2018-09-25,19.4,0.00
2018-09-26,19.6,0.00
2018-09-27,18.5,0.00
2018-09-28,20.7,0.00
2018-09-29,21.0,0.20
2018-09-30,20.4,0.50
2018-10-01,18.5,0.00
2018-10-02,17.6,0.00
2018-10-03,19.3,0.00
2018-10-04,19.0,0.00
2018-10-05,19.2,0.00
2018-10-06,19.2,0.00
2018-10-07,16.4,13.60
2018-10-08,15.8,1.30
2018-10-09,16.9,34.60
2018-10-10,18.3,27.20
2018-10-11,19.2,0.00
2018-10-12,19.9,0.70
2018-10-13,19.4,7.80
2018-10-14,19.0,21.10
2018-10-15,18.1,25.70
2018-10-16,16.7,1.40
2018-10-17,17.4,3.10
2018-10-18,17.7,3.70
2018-10-19,18.8,1.10
2018-10-20,18.2,0.00
2018-10-21,18.1,0.00
2018-10-22,17.0,0.00
2018-10-23,16.1,0.00
2018-10-24,17.5,0.00
2018-10-25,17.3,0.00
2018-10-26,16.6,0.30
2018-10-27,12.8,22.60
2018-10-28,9.1,15.20
2018-10-29,8.4,4.70
2018-10-30,10.3,0.10
2018-10-31,12.5,27.00
2018-11-01,11.4,0.30
2018-11-02,12.5,0.00
2018-11-03,12.3,0.00
2018-11-04,14.7,2.90
2018-11-05,14.8,4.00
2018-11-06,13.1,4.40
2018-11-07,13.3,0.30
2018-11-08,13.6,0.00
2018-11-09,13.5,3.20
2018-11-10,13.5,0.00
2018-11-11,15.4,0.00
2018-11-12,16.6,0.10
2018-11-13,16.3,0.00
2018-11-14,16.1,3.40
2018-11-15,14.7,19.20
2018-11-16,14.3,1.10
2018-11-17,12.9,8.20
2018-11-18,11.4,22.80
2018-11-19,11.4,1.90
2018-11-20,11.1,1.30
2018-11-21,10.9,0.00
2018-11-22,10.7,0.00
2018-11-23,12.1,0.00
2018-11-24,9.8,0.00
2018-11-25,10.0,1.50
2018-11-26,9.8,0.90
2018-11-27,9.9,0.00
2018-11-28,10.9,0.00
2018-11-29,11.4,0.00
2018-11-30,11.1,0.00
2018-12-01,9.6,0.00
2018-12-02,11.1,0.00
2018-12-03,12.4,0.00
2018-12-04,12.5,0.00
2018-12-05,12.1,0.00
2018-12-06,13.3,0.10
2018-12-07,11.1,0.00
2018-12-08,10.7,0.00
2018-12-09,10.3,0.00
2018-12-10,10.6,0.00
2018-12-11,9.6,0.00
2018-12-12,9.4,0.00
2018-12-13,10.0,3.70
2018-12-14,9.6,5.80
2018-12-15,10.1,0.40
2018-12-16,10.1,1.80
2018-12-17,9.2,1.00
2018-12-18,10.1,0.00
2018-12-19,11.6,0.00
2018-12-20,9.6,2.50
2018-12-21,8.7,0.00
2018-12-22,10.7,0.00
2018-12-23,11.1,0.00
2018-12-24,11.6,0.00
2018-12-25,10.6,0.00
2018-12-26,8.9,0.00
2018-12-27,9.6,0.00
2018-12-28,10.2,0.00
2018-12-29,9.2,0.00
2018-12-30,9.1,0.00
2018-12-31,10.3,0.00
2019-01-01,9.4,0.00
2019-01-02,7.9,0.00
2019-01-03,7.3,0.00
2019-01-04,5.9,0.00
2019-01-05,6.7,0.00
2019-01-06,8.2,0.00
2019-01-07,6.4,0.00
2019-01-08,7.0,0.00
2019-01-09,6.6,0.00
2019-01-10,5.4,0.00
2019-01-11,4.2,0.00
2019-01-12,5.7,0.00
2019-01-13,7.6,0.00
2019-01-14,8.9,0.00
2019-01-15,8.3,0.00
2019-01-16,8.2,0.00
2019-01-17,8.3,0.70
2019-01-18,6.8,3.60
2019-01-19,7.0,0.00
2019-01-20,6.8,15.70
2019-01-21,6.0,0.00
2019-01-22,5.4,0.00
2019-01-23,5.5,2.70
2019-01-24,5.3,0.00
2019-01-25,6.4,0.00
2019-01-26,7.6,0.00
2019-01-27,7.7,2.20
2019-01-28,6.5,0.90
2019-01-29,6.0,1.40
2019-01-30,5.6,0.50
2019-01-31,8.4,0.00
2019-02-01,11.9,1.60
2019-02-02,7.4,2.50
2019-02-03,5.8,0.00
2019-02-04,6.0,0.00
2019-02-05,8.6,0.00
2019-02-06,9.4,0.00
2019-02-07,9.5,0.30
2019-02-08,10.5,2.20
2019-02-09,10.0,0.00
2019-02-10,11.7,0.00
2019-02-11,9.4,3.10
2019-02-12,8.6,0.00
2019-02-13,8.2,0.00
2019-02-14,8.4,0.00
2019-02-15,8.9,0.00
2019-02-16,8.3,0.00
2019-02-17,9.1,0.00
2019-02-18,10.0,0.00
2019-02-19,9.9,0.10
2019-02-20,10.6,0.00
2019-02-21,9.4,0.00
2019-02-22,11.5,0.00
2019-02-23,11.4,0.00
2019-02-24,10.8,0.00
2019-02-25,10.4,0.00
2019-02-26,11.3,0.00
2019-02-27,12.1,0.00
2019-02-28,12.6,0.00
2019-03-01,12.0,0.00
2019-03-02,11.5,0.00
2019-03-03,12.8,0.00
2019-03-04,13.8,0.00
2019-03-05,11.8,0.00
2019-03-06,13.1,0.00
2019-03-07,12.2,0.00
2019-03-08,10.2,0.00
2019-03-09,11.1,0.00
2019-03-10,12.8,0.00
2019-03-11,12.9,0.40
2019-03-12,13.0,0.10
2019-03-13,10.7,4.60
2019-03-14,10.1,0.00
2019-03-15,11.6,0.00
2019-03-16,13.4,0.00
2019-03-17,13.1,0.00
2019-03-18,10.7,1.20
2019-03-19,10.4,0.40
2019-03-20,10.5,0.00
2019-03-21,11.1,0.00
2019-03-22,12.8,0.00
2019-03-23,13.7,0.00
2019-03-24,14.7,0.00
2019-03-25,14.3,0.00
2019-03-26,12.4,0.00
2019-03-27,12.3,0.00
2019-03-28,11.4,0.00
2019-03-29,11.4,0.00
2019-03-30,11.4,0.00
2019-03-31,12.1,0.60
2019-04-01,12.7,0.00
2019-04-02,12.1,1.90
2019-04-03,11.4,13.20
2019-04-04,8.8,0.30
2019-04-05,10.9,1.20
2019-04-06,11.9,4.60
2019-04-07,10.5,2.10
2019-04-08,11.2,0.80
2019-04-09,11.1,4.60
2019-04-10,11.7,0.60
2019-04-11,12.8,0.90
2019-04-12,13.4,0.00
2019-04-13,12.3,0.00
2019-04-14,11.7,0.00
2019-04-15,12.2,0.40
2019-04-16,12.6,2.00
2019-04-17,12.8,0.00
2019-04-18,13.7,1.10
2019-04-19,14.5,0.00
2019-04-20,14.3,1.20
2019-04-21,13.4,3.20
2019-04-22,14.4,4.30
2019-04-23,14.9,6.80
2019-04-24,14.4,0.00
2019-04-25,15.7,0.00
2019-04-26,13.5,1.40
2019-04-27,13.5,0.00
2019-04-28,13.6,0.00
2019-04-29,14.1,0.10
2019-04-30,14.9,0.00
2019-05-01,16.2,0.00
2019-05-02,15.3,1.30
2019-05-03,13.0,7.20
2019-05-04,13.0,0.00
2019-05-05,12.3,0.30
2019-05-06,12.7,0.00
2019-05-07,15.1,0.00
2019-05-08,17.6,1.40
2019-05-09,15.7,0.00
2019-05-10,16.9,0.00
2019-05-11,15.5,7.60
2019-05-12,15.7,0.00
2019-05-13,16.1,0.00
2019-05-14,16.1,0.00
2019-05-15,14.5,0.00
2019-05-16,15.6,0.00
2019-05-17,13.1,12.00
2019-05-18,12.7,25.90
2019-05-19,12.7,0.20
2019-05-20,13.8,2.30
2019-05-21,15.5,0.00
2019-05-22,17.0,0.00
2019-05-23,17.8,0.00
2019-05-24,16.5,10.50
2019-05-25,17.4,0.90
2019-05-26,18.2,0.50
2019-05-27,18.0,0.00
2019-05-28,16.5,1.40
2019-05-29,16.1,1.40
2019-05-30,17.8,0.00
2019-05-31,18.5,0.00
2019-06-01,19.4,0.00
2019-06-02,20.9,0.00
2019-06-03,21.0,0.00
2019-06-04,21.2,0.00
2019-06-05,19.0,0.50
2019-06-06,17.2,0.10
2019-06-07,19.6,0.00
2019-06-08,18.6,0.00
2019-06-09,19.6,0.00
2019-06-10,20.3,2.80
2019-06-11,14.8,12.30
2019-06-12,15.3,0.00
2019-06-13,17.0,0.10
2019-06-14,19.8,0.00
2019-06-15,19.3,0.00
2019-06-16,20.2,0.00
2019-06-17,21.5,0.00
2019-06-18,22.7,0.00
2019-06-19,22.4,0.00
2019-06-20,21.5,0.00
2019-06-21,21.7,0.00
2019-06-22,21.3,0.00
2019-06-23,23.8,0.00
2019-06-24,23.2,0.00
2019-06-25,23.4,0.00
2019-06-26,25.4,0.00
2019-06-27,26.8,0.00
2019-06-28,29.1,0.00
2019-06-29,28.6,0.00
2019-06-30,26.8,0.00
2019-07-01,25.9,0.00
2019-07-02,26.7,0.00
2019-07-03,27.2,0.00
2019-07-04,26.7,0.00
2019-07-05,27.2,0.00
2019-07-06,27.2,0.00
2019-07-07,27.6,0.00
2019-07-08,27.5,0.00
2019-07-09,24.0,8.40
2019-07-10,24.7,0.00
2019-07-11,25.7,0.00
2019-07-12,26.6,0.00
2019-07-13,26.7,0.00
2019-07-14,24.7,5.20
2019-07-15,24.9,0.40
2019-07-16,24.2,0.00
2019-07-17,24.5,0.50
2019-07-18,24.3,0.00
2019-07-19,24.8,0.00
2019-07-20,25.5,0.00
2019-07-21,25.5,0.00
2019-07-22,27.9,0.00
2019-07-23,28.1,0.00
2019-07-24,27.2,0.00
2019-07-25,27.5,0.00
2019-07-26,26.9,0.00
2019-07-27,22.5,44.10
2019-07-28,21.5,0.00
2019-07-29,24.0,0.00
2019-07-30,23.8,0.00
2019-07-31,22.1,0.00
2019-08-01,23.3,0.00
2019-08-02,24.9,0.00
2019-08-03,25.4,0.00
2019-08-04,25.9,0.00
2019-08-05,26.3,0.00
2019-08-06,25.6,0.00
2019-08-07,24.9,0.00
2019-08-08,26.7,0.00
2019-08-09,28.3,0.00
2019-08-10,26.9,0.00
2019-08-11,26.3,0.00
2019-08-12,23.5,0.30
2019-08-13,22.3,0.00
2019-08-14,22.7,0.00
2019-08-15,22.7,2.00
2019-08-16,23.9,0.00
2019-08-17,25.4,0.00
2019-08-18,26.2,0.00
2019-08-19,24.2,0.10
2019-08-20,22.4,0.00
2019-08-21,23.7,0.00
2019-08-22,24.8,0.00
2019-08-23,24.6,0.00
2019-08-24,24.6,0.00
2019-08-25,25.3,0.00
2019-08-26,25.0,0.00
2019-08-27,23.5,0.90
2019-08-28,24.4,0.20
2019-08-29,25.3,0.30
2019-08-30,26.7,0.00
2019-08-31,26.1,0.00
2019-09-01,25.1,0.80
2019-09-02,22.8,1.50
2019-09-03,23.4,0.20
2019-09-04,23.1,0.00
2019-09-05,22.3,0.10
2019-09-06,20.6,0.00
2019-09-07,20.6,0.00
2019-09-08,20.0,0.60
2019-09-09,20.4,0.00
2019-09-10,16.6,44.80
2019-09-11,19.2,6.20
2019-09-12,21.2,0.00
2019-09-13,21.1,0.00
2019-09-14,21.8,0.30
2019-09-15,21.3,1.50
2019-09-16,21.6,0.00
2019-09-17,22.4,0.00
2019-09-18,22.3,0.00
2019-09-19,21.5,0.00
2019-09-20,21.0,0.90
2019-09-21,19.6,64.10
2019-09-22,21.2,1.10
2019-09-23,19.9,0.80
2019-09-24,19.9,0.00
2019-09-25,19.2,0.00
2019-09-26,19.3,0.40
2019-09-27,20.1,2.20
2019-09-28,20.3,0.00
2019-09-29,20.8,0.00
2019-09-30,20.8,0.00
2019-10-01,20.6,6.70
2019-10-02,18.7,6.60
2019-10-03,18.1,0.00
2019-10-04,18.9,0.50
2019-10-05,18.4,0.20
2019-10-06,18.1,0.00
2019-10-07,17.8,2.80
2019-10-08,18.6,0.00
2019-10-09,17.6,2.20
2019-10-10,17.4,0.80
2019-10-11,18.2,0.00
2019-10-12,20.1,0.00
2019-10-13,20.4,0.10
2019-10-14,20.1,1.20
2019-10-15,17.1,1.30
2019-10-16,16.6,0.00
2019-10-17,17.3,0.00
2019-10-18,17.6,0.00
2019-10-19,19.5,0.00
2019-10-20,19.2,1.00
2019-10-21,15.0,5.00
2019-10-22,15.5,105.10
2019-10-23,17.6,65.40
2019-10-24,15.3,0.00
2019-10-25,15.4,0.00
2019-10-26,15.9,0.00
2019-10-27,16.0,0.00
2019-10-28,16.4,0.10
2019-10-29,16.4,0.00
2019-10-30,16.4,0.00
2019-10-31,16.8,4.30
2019-11-01,15.2,0.00
2019-11-02,17.3,0.00
2019-11-03,16.4,0.60
2019-11-04,15.3,0.00
2019-11-05,13.2,1.40
2019-11-06,11.9,0.30
2019-11-07,11.5,3.60
2019-11-08,9.9,3.60
2019-11-09,9.6,0.00
2019-11-10,10.6,0.70
2019-11-11,10.5,0.00
2019-11-12,10.2,0.00
2019-11-13,9.9,0.00
2019-11-14,9.6,7.20
2019-11-15,7.1,1.00
2019-11-16,7.6,0.00
2019-11-17,8.0,0.00
2019-11-18,8.6,1.30
2019-11-19,7.4,0.00
2019-11-20,8.4,0.00
2019-11-21,9.8,0.00
2019-11-22,10.3,1.80
2019-11-23,13.2,4.30
2019-11-24,10.5,0.00
2019-11-25,10.5,0.00
2019-11-26,11.0,0.00
2019-11-27,13.8,0.00
2019-11-28,12.2,0.00
2019-11-29,12.3,0.00
2019-11-30,13.5,1.30
2019-12-01,12.5,0.90
2019-12-02,10.3,0.00
2019-12-03,9.0,0.10
2019-12-04,11.4,51.10
2019-12-05,10.8,37.80
2019-12-06,11.5,0.00
2019-12-07,10.0,0.00
2019-12-08,9.8,0.00
2019-12-09,10.5,3.00
2019-12-10,9.3,0.00
2019-12-11,8.6,0.60
2019-12-12,8.0,1.30
2019-12-13,10.5,0.70
2019-12-14,10.6,0.00
2019-12-15,11.1,0.00
2019-12-16,12.1,0.00
2019-12-17,12.9,0.30
2019-12-18,12.1,0.00
2019-12-19,11.8,0.00
2019-12-20,14.6,6.70
2019-12-21,13.8,0.10
2019-12-22,13.4,0.00
2019-12-23,10.2,0.00
2019-12-24,10.6,0.00
2019-12-25,11.0,0.00
2019-12-26,11.1,0.00
2019-12-27,11.1,0.00
2019-12-28,9.7,0.00
2019-12-29,8.7,0.00
2019-12-30,9.2,0.00
2019-12-31,8.8,0.00
2020-01-01,8.2,0.00
2020-01-02,8.4,0.00
2020-01-03,8.6,0.00
2020-01-04,9.0,0.00
2020-01-05,8.5,0.00
2020-01-06,9.6,0.00
2020-01-07,8.9,0.00
2020-01-08,9.6,0.00
2020-01-09,8.7,0.00
2020-01-10,9.7,7.40
2020-01-11,7.7,0.00
2020-01-12,6.7,0.00
2020-01-13,6.0,0.00
2020-01-14,7.4,0.00
2020-01-15,9.5,0.00
2020-01-16,8.7,0.00
2020-01-17,9.9,2.50
2020-01-18,8.4,0.00
2020-01-19,7.8,2.80
2020-01-20,6.3,26.30
2020-01-21,9.2,70.50
2020-01-22,11.9,60.30
2020-01-23,11.8,22.50
2020-01-24,8.5,0.00
2020-01-25,9.2,1.60
2020-01-26,9.3,0.40
2020-01-27,8.5,0.00
2020-01-28,8.9,0.00
2020-01-29,9.5,0.00
2020-01-30,10.3,0.40
2020-01-31,11.3,0.00
2020-02-01,11.7,0.00
2020-02-02,12.6,0.00
2020-02-03,13.4,0.00
2020-02-04,11.1,0.00
2020-02-05,9.8,0.00
2020-02-06,8.7,0.00
2020-02-07,9.6,0.00
2020-02-08,9.9,0.00
2020-02-09,10.4,0.00
2020-02-10,12.2,0.00
2020-02-11,11.2,0.00
2020-02-12,10.3,7.30
2020-02-13,11.3,0.00
2020-02-14,10.8,0.00
2020-02-15,11.4,0.00
2020-02-16,13.2,0.00
2020-02-17,12.5,0.00
2020-02-18,10.4,0.20
2020-02-19,9.9,0.00
2020-02-20,9.9,0.00
2020-02-21,10.5,0.00
2020-02-22,10.6,0.00
2020-02-23,11.5,0.00
2020-02-24,11.8,0.00
2020-02-25,11.5,0.00
2020-02-26,10.1,3.00
2020-02-27,11.2,0.00
2020-02-28,11.7,0.00
2020-02-29,13.7,0.00
2020-03-01,13.0,0.20
2020-03-02,12.4,6.50
2020-03-03,8.7,0.00
2020-03-04,9.6,0.00
2020-03-05,12.6,2.20
2020-03-06,9.1,7.80
2020-03-07,8.9,0.00
2020-03-08,10.2,0.00
2020-03-09,10.8,2.30
2020-03-10,11.2,0.00
2020-03-11,13.2,0.00
2020-03-12,13.6,0.00
2020-03-13,13.4,0.00
2020-03-14,12.1,0.10
2020-03-15,12.6,0.00
2020-03-16,11.8,10.20
2020-03-17,12.7,1.00
2020-03-18,12.0,0.00
2020-03-19,11.7,0.00
2020-03-20,10.3,0.00
2020-03-21,10.6,0.00
2020-03-22,11.1,10.30
2020-03-23,11.2,5.60
2020-03-24,10.1,0.40
2020-03-25,8.5,0.50
2020-03-26,6.7,10.10
2020-03-27,7.9,0.00
2020-03-28,11.3,0.00
2020-03-29,12.2,0.20
2020-03-30,9.6,0.90
2020-03-31,9.9,2.80
2020-04-01,10.4,16.30
2020-04-02,9.7,5.50
2020-04-03,10.5,0.00
2020-04-04,11.4,0.00
2020-04-05,12.1,0.00
2020-04-06,11.8,0.00
2020-04-07,13.0,0.00
2020-04-08,13.3,0.20
2020-04-09,13.3,0.00
2020-04-10,13.9,0.00
2020-04-11,14.9,0.00
2020-04-12,14.0,0.00
2020-04-13,12.7,20.90
2020-04-14,14.3,0.50
2020-04-15,13.5,0.20
2020-04-16,14.0,0.00
2020-04-17,15.0,0.10
2020-04-18,15.1,2.40
2020-04-19,14.4,22.10
2020-04-20,14.3,12.50
2020-04-21,13.7,57.70
2020-04-22,13.1,23.90
2020-04-23,14.9,0.00
2020-04-24,15.3,0.00
2020-04-25,14.9,0.00
2020-04-26,15.1,0.00
2020-04-27,15.7,0.30
2020-04-28,15.2,9.00
2020-04-29,14.8,0.30
2020-04-30,15.7,0.60
2020-05-01,16.8,0.00
2020-05-02,17.5,0.20
2020-05-03,18.6,0.00
2020-05-04,19.0,0.00
2020-05-05,19.1,0.00
2020-05-06,19.8,0.00
2020-05-07,18.6,0.00
2020-05-08,18.3,0.00
2020-05-09,17.4,1.00
2020-05-10,16.6,10.10
2020-05-11,16.7,0.80
2020-05-12,15.5,0.30
2020-05-13,17.0,6.70
2020-05-14,15.9,9.90
2020-05-15,15.6,0.00
2020-05-16,16.9,3.90
2020-05-17,17.4,0.20
2020-05-18,18.4,0.00
2020-05-19,20.2,0.00
2020-05-20,21.0,0.00
2020-05-21,20.8,0.00
2020-05-22,21.1,0.00
2020-05-23,20.4,0.00
2020-05-24,18.9,0.00
2020-05-25,19.3,0.00
2020-05-26,20.0,0.00
2020-05-27,20.2,0.00
2020-05-28,19.2,0.00
2020-05-29,19.8,0.70
2020-05-30,19.0,0.30
2020-05-31,19.8,0.00
2020-06-01,19.4,4.60
2020-06-02,19.6,2.60
2020-06-03,20.2,2.20
2020-06-04,16.9,18.90
2020-06-05,16.6,0.00
2020-06-06,18.6,0.10
2020-06-07,17.8,5.70
2020-06-08,16.4,0.40
2020-06-09,16.1,2.70
2020-06-10,16.7,3.20
2020-06-11,17.9,0.70
2020-06-12,20.2,0.00
2020-06-13,19.1,1.00
2020-06-14,18.9,0.40
2020-06-15,18.9,10.00
2020-06-16,18.2,7.60
2020-06-17,17.1,2.00
2020-06-18,17.0,2.80
2020-06-19,19.0,0.00
2020-06-20,20.1,0.00
2020-06-21,21.7,0.00
2020-06-22,22.3,0.10
2020-06-23,22.5,0.00
2020-06-24,23.0,0.00
2020-06-25,23.1,0.00
2020-06-26,23.9,0.00
2020-06-27,22.9,0.00
2020-06-28,23.7,0.20
2020-06-29,23.2,0.60
2020-06-30,23.4,0.00
2020-07-01,24.1,0.00
2020-07-02,23.0,2.70
2020-07-03,20.5,8.80
2020-07-04,21.3,0.00
2020-07-05,23.5,0.00
2020-07-06,24.2,0.00
2020-07-07,22.3,0.20
2020-07-08,22.8,0.00
2020-07-09,24.4,0.00
2020-07-10,24.6,0.00
2020-07-11,24.3,0.00
2020-07-12,23.7,0.00
2020-07-13,24.1,0.00
2020-07-14,22.9,0.00
2020-07-15,21.2,0.20
2020-07-16,21.5,0.00
2020-07-17,22.2,0.90
2020-07-18,22.6,0.90
2020-07-19,23.7,0.00
2020-07-20,24.8,0.00
2020-07-21,24.9,0.00
2020-07-22,25.0,0.00
2020-07-23,26.2,0.00
2020-07-24,25.3,1.40
2020-07-25,25.2,0.00
2020-07-26,24.9,0.00
2020-07-27,26.8,0.00
2020-07-28,25.9,0.00
2020-07-29,26.4,0.00
2020-07-30,27.2,0.00
2020-07-31,27.7,0.00
2020-08-01,28.3,0.00
2020-08-02,25.4,0.00
2020-08-03,22.7,0.80
2020-08-04,22.1,1.40
2020-08-05,23.0,0.00
2020-08-06,24.4,0.00
2020-08-07,25.7,0.00
2020-08-08,27.0,0.00
2020-08-09,27.1,0.00
2020-08-10,27.4,0.00
2020-08-11,27.4,0.00
2020-08-12,26.0,0.00
2020-08-13,25.0,5.40
2020-08-14,24.4,1.20
2020-08-15,25.5,0.00
2020-08-16,23.9,0.10
2020-08-17,24.3,0.00
2020-08-18,24.2,0.10
2020-08-19,25.5,0.00
2020-08-20,26.2,0.00
2020-08-21,26.2,0.00
2020-08-22,26.2,0.00
2020-08-23,24.3,0.00
2020-08-24,23.8,0.00
2020-08-25,25.7,0.00
2020-08-26,26.1,0.00
2020-08-27,26.3,0.00
2020-08-28,24.3,4.70
2020-08-29,18.9,12.90
2020-08-30,18.4,7.90
